Year,Date,DayOfMonth,Month,ReferenceName
2000,Apr 04,4,4,GIENJUNKO-NIKKI(DAIGO)
2000,Apr 14,14,4,TOKIYOSHI-KYOKI
2000,Apr 15,15,4,TOKIYOSHI-KYOKI
2000,Apr 19,19,4,SHUNKYUKI(DAIGO)
2000,Apr 17,17,4,TOKIYOSHI-KYOKI
2000,Apr 19,19,4,KEICHO-NIKKENROKU
2000,Mar 27,27,3,GIENJUNKO-NIKKI(DAIGO)
2000,Apr 15,15,4,TOKIYOSHI-KYOKI
2000,Apr 12,12,4,TOKIYOSHI-KYOKI
2000,Apr 19,19,4,YASUSHIGE-KYOKI
2000,May 01,1,5,YASUSHIGE-KYOKI
2000,Apr 16,16,4,YASUSHIGE-KYOKI
2000,Apr 11,11,4,TOKIYOSHI-KYOKI
2000,Apr 02,2,4,(DAINIHON-SHIRYO)
2000,Apr 18,18,4,(DAINIHON-SHIRYO)
2000,Apr 15,15,4,RYOGEN-IN-KI
2000,Apr 22,22,4,YASUSHIGE-KYOKI
2000,Apr 21,21,4,YASUSHIGE-KYOKI
2000,Apr 04,4,4,OYUDONONO-UENO-NIKKI
2000,Apr 09,9,4,(SHIRYO-SORAN)
2000,Apr 13,13,4,ROKUON-NICHIROKU
2000,Apr 21,21,4,YASUSHIGE-KYOKI
2000,Apr 13,13,4,TOKIYOSHI-KYOKI
2000,Apr 07,7,4,OUCHI-NIKKI
2000,Apr 05,5,4,MICHIFUSA-KOKI
2000,Apr 06,6,4,(SHIRYO-SORAN)
2000,Apr 14,14,4,TOKIYOSHI-KYOKI
2000,Apr 14,14,4,KAKUMEIKI
2000,Apr 17,17,4,KAKUMEIKI
2000,Apr 12,12,4,KYOHAKUSHU
2000,Apr 26,26,4,HIRAMATSUKE-HINAMI-SHIKI
2000,Apr 23,23,4,HIRAMATSUKE-HINAMI-SHIKI
2000,Apr 23,23,4,KAKUMEIKI
2000,Apr 14,14,4,HIRAMATSU-TOKIMORIKI
2000,Apr 08,8,4,HIRAMATSU-TOKIMORIKI
2000,Mar 27,27,3,SHOHO-2-NEN-IKO-NIKKI
2000,Apr 21,21,4,KAKUMEIKI
2000,Apr 13,13,4,KAKUMEIKI
2000,Apr 11,11,4,KAKUMEIKI
2000,Apr 16,16,4,ZOKU-SHIGUSHO
2000,Apr 16,16,4,KAKUMEIKI
2000,Apr 21,21,4,KAKUMEIKI
2000,Apr 13,13,4,KAKUMEIKI
2000,Apr 13,13,4,ISHIKAWA-NIKKI
2000,Apr 12,12,4,ISHIKAWA-NIKKI
2000,Apr 17,17,4,KAKUMEIKI
2000,Apr 20,20,4,KAKUMEIKI
2000,Apr 02,2,4,BURUI-GENYO-WAKASHU
2000,Apr 19,19,4,KAKUMEIKI
2000,Apr 14,14,4,KAKUMEIKI
2000,Apr 14,14,4,KAKUMEIKI
2000,Apr 21,21,4,KAKUMEIKI
2000,Apr 17,17,4,KIMITOSHI-KYOKI
2000,Apr 21,21,4,HAMURO-YORINARI-KI
2000,Apr 19,19,4,GYOJO-HOSSINNO-NIKKI [TOYOKUNI]
2000,Apr 13,13,4,HAMURO-YORINARI-KI
2000,Apr 11,11,4,GYOJO-HOSSINNO-NIKKI
2000,Apr 25,25,4,GYOJO-HOSSINNO-NIKKI [KINDAI]
2000,Apr 21,21,4,GYOJO-HOSSINNO-NIKKI [SEIRYODEN]
2000,Apr 14,14,4,MUJOHOINDONO-GONIKKI
2000,Apr 24,24,4,GYOJO-HOSSINNO-NIKKI
2000,Apr 20,20,4,GYOJO-HOSSINNO-NIKKI [TOJI]
2000,Apr 12,12,4,GYOJO-HOSSINNO-NIKKI
2000,Apr 05,5,4,MUJOHOINDONO-GONIKKI
2000,Apr 18,18,4,GYOJO-HOSSINNO-NIKKI [HIGASHI-IWAKURA]
2000,Apr 23,23,4,MUJOHOINDONO-GONIKKI
2000,Apr 18,18,4,GYOJO-HOSSINNO-NIKKI [KIYOMIZU-CHIONIN]
2000,Apr 19,19,4,OYUDONONO-UENO-NIKKI [EDA]
2000,Apr 13,13,4,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA]
2000,Apr 17,17,4,ITO-JINSAI-NIKKI
2000,Apr 27,27,4,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA]
2000,Apr 15,15,4,OYUDONONO-UENO-NIKKI [EDA]
2000,Apr 13,13,4,GYOJO-HOSSINNO-NIKKI
2000,Apr 13,13,4,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA]
2000,Apr 23,23,4,GYOJO-HOSSINNO-NIKKI
2000,Apr 06,6,4,GYOJO-HOSSINNO-NIKKI [KOSAKATEI]
2000,Apr 02,2,4,GYOJO-HOSSINNO-NIKKI [KOSAKATEI]
2000,Apr 12,12,4,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA]
2000,Apr 18,18,4,GYOJO-HOSSINNO-NIKKI [CHIONIN]
2000,Apr 16,16,4,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA]
2000,Apr 18,18,4,MYOHOIN-HINAMIKI
2000,Apr 29,29,4,MYOHOIN-HINAMIKI
2000,Apr 23,23,4,MOTOKAZU-KYOKI
2000,Apr 20,20,4,SADAMOTO-KYOKI
2000,Apr 10,10,4,MOTOKAZU-KYOKI
2000,Apr 06,6,4,MOTOHIRO-KOKI
2000,Apr 25,25,4,CHIONIN-NICHIKAGAMI
2000,Apr 21,21,4,MOTOKAZU-KYOKI
2000,Apr 25,25,4,MOTOHIRO-KOKI
2000,Apr 12,12,4,MYOHOIN-HINAMIKI
2000,Apr 22,22,4,MYOHOIN-HINAMIKI
2000,Apr 18,18,4,MYOHOIN-HINAMIKI
2000,Apr 24,24,4,KANEKA-KYOKI
2000,Apr 20,20,4,MYOHOIN-HINAMIKI
2000,Apr 12,12,4,MOTOHIRO-KOKI
2000,Apr 15,15,4,MOTOHIRO-KOKI
2000,Apr 13,13,4,MYOHOIN-HINAMIKI
2000,Apr 17,17,4,MYOHOIN-HINAMIKI
2000,Apr 16,16,4,CHIONIN-NICHIKAGAMI
2000,Apr 19,19,4,MYOHOIN-HINAMIKI
2000,Apr 07,7,4,MOTOHIRO-KOKI
2000,Apr 11,11,4,MOTOHIRO-KOKI
2000,Apr 11,11,4,MOTOHIRO-KOKI
2000,Apr 23,23,4,NAKANOIN-MICHIEDAKI
2000,Apr 04,4,4,MOTOHIRO-KOKI
2000,Apr 09,9,4,MOTOHIRO-KOKI
2000,Apr 13,13,4,KIMIAKI-KYOKI
2000,Apr 08,8,4,MYOHOIN-HINAMIKI
2000,Apr 15,15,4,MOTONAGA-KYOKI
2000,Apr 25,25,4,KAIKI
2000,Apr 21,21,4,KAIKI
2000,Apr 13,13,4,KAIKI
2000,Apr 14,14,4,MYOHOIN-HINAMIKI
2000,Apr 13,13,4,MITSUTSUNA-KYOKI
2000,Apr 17,17,4,GYOKYO-HOSSINNO-NIKKI
2000,Apr 16,16,4,MYOHOIN-HINAMIKI
2000,Apr 11,11,4,MYOHOIN-HINAMIKI [ARASHIYAMA]
2000,Apr 10,10,4,MYOHOIN-HINAMIKI
2000,Apr 15,15,4,MICHIE-KOKI
2000,Apr 02,2,4,MYOHOIN-HINAMIKI
2000,Apr 10,10,4,MYOHOIN-HINAMIKI
2000,Apr 19,19,4,MICHIE-KOKI
2000,Apr 24,24,4,MYOHOIN-HINAMIKI
2000,Apr 18,18,4,MYOHOIN-HINAMIKI
2000,Apr 18,18,4,MYOHOIN-HINAMIKI
2000,Apr 17,17,4,MYOHOIN-HINAMIKI
2000,Apr 07,7,4,MYOHOIN-HINAMIKI
2000,Apr 14,14,4,MICHIE-KOKI
2000,Apr 19,19,4,MICHIE-KOKI
2000,Apr 10,10,4,MICHIE-KOKI
2000,Apr 05,5,4,MYOHOIN-HINAMIKI
2000,Apr 09,9,4,MYOHOIN-HINAMIKI
2000,Apr 19,19,4,MYOHOIN-HINAMIKI
2000,Apr 12,12,4,NAKANOIN-MICHIEDAKI
2000,Apr 19,19,4,NAKANOIN-MICHIEDAKI
2000,Apr 05,5,4,NAKANOIN-MICHIEDAKI
2000,Apr 24,24,4,SADAYUKI-KYOKI
2000,Apr 29,29,4,SADAYUKI-KYOKI
2000,Apr 18,18,4,NORINAGA-ZAIKYO-NIKKI
2000,Apr 21,21,4,MYOHOIN-HINAMIKI
2000,Apr 10,10,4,MYOHOIN-HINAMIKI
2000,Apr 18,18,4,MYOHOIN-HINAMIKI
2000,Apr 12,12,4,MYOHOIN-HINAMIKI
2000,Mar 29,29,3,MYOHOIN-HINAMIKI
2000,Apr 15,15,4,MYOHOIN-HINAMIKI
2000,Apr 21,21,4,MYOHOIN-HINAMIKI
2000,Apr 07,7,4,GOSAKURAMACHI-TENNNOU-SHINKI
2000,Apr 15,15,4,GOSAKURAMACHI-TENNNOU-SHINKI
2000,Apr 22,22,4,GOSAKURAMACHI-TENNNOU-SHINKI
2000,Apr 10,10,4,GOSAKURAMACHI-TENNNOU-SHINKI
2000,Apr 26,26,4,SADAHARU-KYOKI
2000,Apr 14,14,4,YANAGIHARA-KOREMITSU-NIKKI
2000,Apr 14,14,4,(SHIRYO-KOHON)
2000,Apr 13,13,4,(SHIRYO-KOHON)
2000,Apr 15,15,4,GOSAKURAMACHI-TENNNOU-SHINKI
2000,Apr 09,9,4,ZOKU-SHIGUSHO
2000,Apr 19,19,4,GOSAKURAMACHI-TENNNOU-SHINKI
2000,Apr 08,8,4,GOMOMOZONO-TENNNOU-SHINKI
2000,Apr 17,17,4,TERUYOSHI-KOKI
2000,Apr 13,13,4,MORIYAMA-TAKAMORI-NIKKI
2000,Apr 20,20,4,TERUYOSHI-KOKI
2000,Apr 05,5,4,MYOHOIN-HINAMIKI
2000,Apr 18,18,4,TERUYOSHI-KOKI
2000,Mar 31,31,3,MYOHOIN-HINAMIKI
2000,Apr 18,18,4,TERUYOSHI-KOKI
2000,Apr 12,12,4,SUGIURAKE-NIKKI
2000,Apr 14,14,4,SUGIURAKE-NIKKI
2000,Apr 17,17,4,SUGIURAKE-NIKKI
2000,Apr 15,15,4,SUGIURAKE-NIKKI
2000,Apr 14,14,4,SUGIURAKE-NIKKI
2000,Apr 18,18,4,TERUYOSHI-KOKI
2000,Apr 15,15,4,KOUKANSIYU-NIKKI
2000,Apr 28,28,4,SUGIURAKE-NIKKI
2000,Apr 08,8,4,SUGIURAKE-NIKKI
2000,Apr 10,10,4,TERUYOSHI-KOKI
2000,Apr 15,15,4,TERUYOSHI-KOKI
2000,Apr 13,13,4,SUGIURAKE-NIKKI
2000,Apr 22,22,4,TERUYOSHI-KOKI
2000,Apr 12,12,4,SUGIURAKE-NIKKI
2000,Apr 06,6,4,TADAYOSHI-KOKI
2000,Apr 19,19,4,SUGIURAKE-NIKKI
2000,Apr 12,12,4,SUGIURAKE-NIKKI
2000,Apr 12,12,4,SUGIURAKE-NIKKI
2000,Mar 28,28,3,NEWS-PAPER(ARASHIYAMA)
2000,Apr 01,1,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 02,2,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 02,2,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 02,2,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 04,4,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 04,4,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 07,7,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 07,7,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 09,9,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 10,10,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 10,10,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 10,10,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,NHK(ARASHIYAMA)
2000,Apr 12,12,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 13,13,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 14,14,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 15,15,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 15,15,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 16,16,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 18,18,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 19,19,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 20,20,4,NHK(ARASHIYAMA)
2000,Mar 31,31,3,NEWS-PAPER(ARASHIYAMA)
2000,Mar 31,31,3,NEWS-PAPER(ARASHIYAMA)
2000,Apr 01,1,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 03,3,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 03,3,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 04,4,4,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 05,5,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 07,7,4,ARASHIYAMA-TETSUDO ADV(ARASHIYAMA)
2000,Apr 07,7,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 07,7,4,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA)
2000,Apr 07,7,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 07,7,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 07,7,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 07,7,4,UEKI-SHISEI-NIKKI
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPET(DAIGO-JI)
2000,Apr 09,9,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 09,9,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 09,9,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 10,10,4,KAJII-MOTOJIRO-SHOKAN
2000,Apr 11,11,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,TETUDOUIN AVD(ARASHIYAMA)
2000,Apr 11,11,4,KOBE-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA)
2000,Apr 11,11,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 12,12,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 12,12,4,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA)
2000,Apr 12,12,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 12,12,4,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA)
2000,Apr 12,12,4,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 13,13,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 13,13,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 13,13,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 13,13,4,SEKI-HAJIME-NIKKI
2000,Apr 13,13,4,TETUDOUIN AVD(ARASHIYAMA)
2000,Apr 14,14,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 14,14,4,TETUDOUIN AVD(ARASHIYAMA)
2000,Apr 14,14,4,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA)
2000,Apr 14,14,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 14,14,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 15,15,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 15,15,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 16,16,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 16,16,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 16,16,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 16,16,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 16,16,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 17,17,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 17,17,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 17,17,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 17,17,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 17,17,4,TETUDOUIN AVD(ARASHIYAMA)
2000,Apr 18,18,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 18,18,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 19,19,4,KEIHAN RAILWAY ADV(ARASHIYAMA)
2000,Apr 20,20,4,MITAMURA-ENGYO-NIKKI(ARASHIYAMA)
2000,Apr 21,21,4,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA)
2000,Apr 24,24,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 06,6,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 07,7,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 04,4,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 04,4,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 04,4,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 05,5,4,ASADA-TAKASHI-NIKKI
2000,Apr 09,9,4,ASADA-TAKASHI-NIKKI
2000,Apr 10,10,4,ASADA-TAKASHI-NIKKI
2000,Apr 02,2,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 02,2,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 03,3,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 08,8,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 10,10,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 11,11,4,MADENOKOJI-NIKKI
2000,Apr 14,14,4,MADENOKOJI-NIKKI
2000,Apr 16,16,4,MADENOKOJI-NIKKI
2000,Apr 02,2,4,SUGIURAKE-NIKKI
2000,Apr 06,6,4,SUGIURAKE-NIKKI
2000,Apr 07,7,4,SUGIURAKE-NIKKI
2000,Apr 09,9,4,SUGIURAKE-NIKKI
2000,Apr 13,13,4,SUGIURAKE-NIKKI
2000,Apr 13,13,4,SUGIURAKE-NIKKI
2000,Apr 14,14,4,SUGIURAKE-NIKKI
2000,Apr 15,15,4,RAI-BAISHI-NIKKI
2000,Apr 16,16,4,SUGIURAKE-NIKKI
2000,Apr 17,17,4,RAI-BAISHI-NIKKI
2000,Apr 18,18,4,SUGIURAKE-NIKKI
2000,Apr 19,19,4,SUGIURAKE-NIKKI
2000,Apr 19,19,4,SUGIURAKE-NIKKI
2000,Apr 21,21,4,RAI-BAISHI-NIKKI
2000,Apr 21,21,4,UEKI-SHISEI-NIKKI
2000,Apr 22,22,4,GAKUSUI-NIKKI
2000,Apr 22,22,4,RAI-SANYO-NIPPU
2000,Apr 23,23,4,SUGIURAKE-NIKKI
2000,Apr 25,25,4,SUGIURAKE-NIKKI
2000,Apr 29,29,4,SUGIURAKE-NIKKI
2000,Apr 05,5,4,SUGIURAKE-NIKKI
2000,Apr 09,9,4,SANEAKIRA-KYOKI
2000,Apr 10,10,4,SADANAKA-KYOKI
2000,Apr 12,12,4,HARU-NO-NISHIKI
2000,Apr 15,15,4,HIRAMATSUKE-NIKKI
2000,Apr 15,15,4,SANEAKIRA-KYOKI
2000,Apr 17,17,4,HANA-NO-SHITABUSHI
2000,Apr 19,19,4,SADANAKA-KYOKI
2000,Apr 20,20,4,SADANAKA-KYOKI
2000,Apr 21,21,4,FUDEMAKASE
2000,Apr 22,22,4,SADANAKA-KYOKI
2000,Apr 06,6,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 08,8,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 09,9,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 13,13,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 13,13,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 20,20,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 11,11,4,MADENOKOJI-NIKKI
2000,Apr 04,4,4,RAI-SANYO-NIPPU
2000,Apr 05,5,4,KYOJIN-HOSSINNO-NIKKI
2000,Apr 09,9,4,RAI-BAISHI-NIKKI
2000,Apr 11,11,4,MIAKE-SHONOSUKE-NIKKI
2000,Apr 11,11,4,KOMEI-TENNOKI
2000,Apr 11,11,4,RAI-SANYO-NIPPU
2000,Apr 11,11,4,SUGIURAKE-NIKKI
2000,Apr 11,11,4,TAKOYAKUSHI-MACHINIKKI
2000,Apr 14,14,4,SUGIURAKE-NIKKI
2000,Apr 14,14,4,RAI-SANYO-NIPPU
2000,Apr 15,15,4,RAI-SANYO-NIPPU
2000,Apr 16,16,4,GAKUSUI-NIKKI
2000,Apr 16,16,4,KYOJIN-HOSSINNO-NIKKI
2000,Apr 16,16,4,SUGIURAKE-NIKKI
2000,Apr 17,17,4,SUGIURAKE-NIKKI
2000,Apr 18,18,4,SUGIURAKE-NIKKI
2000,Apr 18,18,4,RAI-SANYO-NIPPU
2000,Apr 18,18,4,SUGIURAKE-NIKKI
2000,Apr 19,19,4,SUGIURAKE-NIKKI
2000,Apr 19,19,4,NAKAYAMAISAKO-NIKKI
2000,Apr 20,20,4,SUGIURAKE-NIKKI
2000,Apr 20,20,4,SUGIURAKE-NIKKI
2000,Apr 21,21,4,SUGIURAKE-NIKKI
2000,Apr 22,22,4,RAI-SANYO-NIPPU
2000,Apr 23,23,4,RAI-SANYO-NIPPU
2000,Apr 26,26,4,KOMEI-TENNOKI
2000,Apr 29,29,4,SUGIURAKE-NIKKI
2000,Apr 10,10,4,OZAKITADAMASA-NIKKI
2000,Apr 11,11,4,SANEAKIRA-KYOKI
2000,Apr 15,15,4,SANEAKIRA-KYOKI
2000,Apr 16,16,4,SANEHISA-KYOKI
2000,Apr 18,18,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 18,18,4,SANEHISA-KYOKI
2000,Apr 22,22,4,NEWS-PAPER(ARASHIYAMA)
2000,Apr 23,23,4,SANEHISA-KYOKI
2000,Apr 10,10,4,HAYAMIKE-NIKKI
2000,Apr 12,12,4,HAYAMIKE-NIKKI
2000,Apr 13,13,4,GAKKAI-NICHIROKU
2000,Apr 13,13,4,HAYAMIKE-NIKKI
2000,Apr 14,14,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 16,16,4,HAYAMIKE-NIKKI
2000,Apr 20,20,4,HAYAMIKE-NIKKI
2000,Apr 22,22,4,TAKAGI-ZAICHU-NIKKI
2000,Apr 07,7,4,TEIEN-EISO
2000,Apr 27,27,4,YATAKA-SHU
